duelist_id,duelist,position,card_id,card,rate,card_url
30,High Mage Kepura,153,296,One-eyed Shield Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/296
30,High Mage Kepura,154,34,Saggi the Dark Clown,0.05%,https://yugioh-fm-db.pages.dev/cards/34
30,High Mage Kepura,155,301,Legendary Sword,5.86%,https://yugioh-fm-db.pages.dev/cards/301
30,High Mage Kepura,156,302,Sword of Dark Destruction,5.86%,https://yugioh-fm-db.pages.dev/cards/302
30,High Mage Kepura,157,304,Axe of Despair,3.91%,https://yugioh-fm-db.pages.dev/cards/304
30,High Mage Kepura,158,333,Sogen,4.88%,https://yugioh-fm-db.pages.dev/cards/333
30,High Mage Kepura,159,348,Swords of Revealing Light,2.34%,https://yugioh-fm-db.pages.dev/cards/348
30,High Mage Kepura,160,362,Millennium Shield,0.39%,https://yugioh-fm-db.pages.dev/cards/362
30,High Mage Kepura,161,366,Labyrinth Wall,0.39%,https://yugioh-fm-db.pages.dev/cards/366
30,High Mage Kepura,162,672,Harpie's Feather Duster,2.34%,https://yugioh-fm-db.pages.dev/cards/672
30,High Mage Kepura,163,684,Invisible Wire,2.34%,https://yugioh-fm-db.pages.dev/cards/684
30,High Mage Kepura,164,690,Fake Trap,2.34%,https://yugioh-fm-db.pages.dev/cards/690
30,High Mage Kepura,165,697,Garma Sword Oath,1.56%,https://yugioh-fm-db.pages.dev/cards/697
29,Meadow Mage,1,33,Judge Man,1.56%,https://yugioh-fm-db.pages.dev/cards/33
29,Meadow Mage,2,572,Empress Judge,1.56%,https://yugioh-fm-db.pages.dev/cards/572
29,Meadow Mage,3,92,Rabid Horseman,1.56%,https://yugioh-fm-db.pages.dev/cards/92
29,Meadow Mage,4,378,Swordstalker,1.56%,https://yugioh-fm-db.pages.dev/cards/378
29,Meadow Mage,5,618,Warrior of Tradition,1.56%,https://yugioh-fm-db.pages.dev/cards/618
29,Meadow Mage,6,627,Nekogal #2,1.56%,https://yugioh-fm-db.pages.dev/cards/627
29,Meadow Mage,7,389,Giltia the D. Knight,1.56%,https://yugioh-fm-db.pages.dev/cards/389
29,Meadow Mage,8,12,Swamp Battleguard,1.56%,https://yugioh-fm-db.pages.dev/cards/12
29,Meadow Mage,9,14,Battle Steer,1.56%,https://yugioh-fm-db.pages.dev/cards/14
29,Meadow Mage,10,15,Flame Swordsman,1.56%,https://yugioh-fm-db.pages.dev/cards/15
29,Meadow Mage,11,68,Garoozis,1.56%,https://yugioh-fm-db.pages.dev/cards/68
29,Meadow Mage,12,376,Monster Tamer,1.56%,https://yugioh-fm-db.pages.dev/cards/376
29,Meadow Mage,13,382,Rude Kaiser,1.56%,https://yugioh-fm-db.pages.dev/cards/382
29,Meadow Mage,14,434,Beautiful Beast Trainer,1.56%,https://yugioh-fm-db.pages.dev/cards/434
29,Meadow Mage,15,26,Battle Ox,1.17%,https://yugioh-fm-db.pages.dev/cards/26
29,Meadow Mage,16,78,Axe Raider,1.17%,https://yugioh-fm-db.pages.dev/cards/78
29,Meadow Mage,17,127,Ansatsu,1.17%,https://yugioh-fm-db.pages.dev/cards/127
29,Meadow Mage,18,621,Succubus Knight,1.17%,https://yugioh-fm-db.pages.dev/cards/621
29,Meadow Mage,19,234,Beautiful Headhuntress,1.17%,https://yugioh-fm-db.pages.dev/cards/234
29,Meadow Mage,20,554,Lava Battleguard,1.56%,https://yugioh-fm-db.pages.dev/cards/554
29,Meadow Mage,21,43,Karbonala Warrior,1.17%,https://yugioh-fm-db.pages.dev/cards/43
29,Meadow Mage,22,66,Kojikocy,1.17%,https://yugioh-fm-db.pages.dev/cards/66
29,Meadow Mage,23,93,Zanki,1.56%,https://yugioh-fm-db.pages.dev/cards/93
29,Meadow Mage,24,649,Hibikime,1.17%,https://yugioh-fm-db.pages.dev/cards/649
29,Meadow Mage,25,41,Celtic Guardian,1.17%,https://yugioh-fm-db.pages.dev/cards/41
29,Meadow Mage,26,165,The Judgement Hand,1.17%,https://yugioh-fm-db.pages.dev/cards/165
29,Meadow Mage,27,225,Fiend Sword,1.17%,https://yugioh-fm-db.pages.dev/cards/225
29,Meadow Mage,28,352,Kanan the Swordmistress,1.17%,https://yugioh-fm-db.pages.dev/cards/352
29,Meadow Mage,29,641,Invader of the Throne,1.56%,https://yugioh-fm-db.pages.dev/cards/641
29,Meadow Mage,30,64,Tiger Axe,1.17%,https://yugioh-fm-db.pages.dev/cards/64
29,Meadow Mage,31,502,D. Human,1.17%,https://yugioh-fm-db.pages.dev/cards/502
29,Meadow Mage,32,553,Mushroom Man #2,1.17%,https://yugioh-fm-db.pages.dev/cards/553
29,Meadow Mage,33,559,Oscillo Hero,0.78%,https://yugioh-fm-db.pages.dev/cards/559
29,Meadow Mage,34,3,Hitotsu-me Giant,1.17%,https://yugioh-fm-db.pages.dev/cards/3
29,Meadow Mage,35,27,Beaver Warrior,1.17%,https://yugioh-fm-db.pages.dev/cards/27
29,Meadow Mage,36,120,Dream Clown,1.17%,https://yugioh-fm-db.pages.dev/cards/120
29,Meadow Mage,37,151,Rhaimundos of the Red Sword,1.17%,https://yugioh-fm-db.pages.dev/cards/151
29,Meadow Mage,38,256,Dimensional Warrior,1.17%,https://yugioh-fm-db.pages.dev/cards/256
29,Meadow Mage,39,287,Ogre of the Black Shadow,1.17%,https://yugioh-fm-db.pages.dev/cards/287
29,Meadow Mage,40,294,Dragoness the Wicked Knight,1.17%,https://yugioh-fm-db.pages.dev/cards/294
29,Meadow Mage,41,299,Sonic Maid,1.17%,https://yugioh-fm-db.pages.dev/cards/299
29,Meadow Mage,42,354,Stuffed Animal,1.17%,https://yugioh-fm-db.pages.dev/cards/354
29,Meadow Mage,43,110,Hero of the East,1.17%,https://yugioh-fm-db.pages.dev/cards/110
29,Meadow Mage,44,138,Dragon Statue,1.17%,https://yugioh-fm-db.pages.dev/cards/138
29,Meadow Mage,45,246,One Who Hunts Souls,1.17%,https://yugioh-fm-db.pages.dev/cards/246
29,Meadow Mage,46,290,Moon Envoy,1.17%,https://yugioh-fm-db.pages.dev/cards/290
29,Meadow Mage,47,293,Masaki the Legendary Swordsman,1.17%,https://yugioh-fm-db.pages.dev/cards/293
29,Meadow Mage,48,219,Solitude,1.17%,https://yugioh-fm-db.pages.dev/cards/219
29,Meadow Mage,49,118,Supporter in the Shadows,1.17%,https://yugioh-fm-db.pages.dev/cards/118
29,Meadow Mage,50,166,Mysterious Puppeteer,1.17%,https://yugioh-fm-db.pages.dev/cards/166
29,Meadow Mage,51,236,Guardian of the Labyrinth,1.17%,https://yugioh-fm-db.pages.dev/cards/236
29,Meadow Mage,52,226,Skull Stalker,0.78%,https://yugioh-fm-db.pages.dev/cards/226
29,Meadow Mage,53,235,Wodan the Resident of the Forest,1.17%,https://yugioh-fm-db.pages.dev/cards/235
29,Meadow Mage,54,239,Vishwar Randi,0.78%,https://yugioh-fm-db.pages.dev/cards/239
29,Meadow Mage,55,266,Princess of Tsurugi,0.78%,https://yugioh-fm-db.pages.dev/cards/266
29,Meadow Mage,56,231,Wood Clown,1.17%,https://yugioh-fm-db.pages.dev/cards/231
29,Meadow Mage,57,250,Hyo,1.17%,https://yugioh-fm-db.pages.dev/cards/250
29,Meadow Mage,58,262,The Little Swordsman of Aile,1.17%,https://yugioh-fm-db.pages.dev/cards/262
29,Meadow Mage,59,280,Protector of the Throne,1.17%,https://yugioh-fm-db.pages.dev/cards/280
29,Meadow Mage,60,100,Battle Warrior,0.78%,https://yugioh-fm-db.pages.dev/cards/100
29,Meadow Mage,61,172,Armaill,1.17%,https://yugioh-fm-db.pages.dev/cards/172
29,Meadow Mage,62,29,Mountain Warrior,0.78%,https://yugioh-fm-db.pages.dev/cards/29
29,Meadow Mage,63,295,Bio Plant,0.78%,https://yugioh-fm-db.pages.dev/cards/295
29,Meadow Mage,64,547,Griggle,1.56%,https://yugioh-fm-db.pages.dev/cards/547
29,Meadow Mage,65,320,Stop Defense,1.56%,https://yugioh-fm-db.pages.dev/cards/320
29,Meadow Mage,66,333,Sogen,7.81%,https://yugioh-fm-db.pages.dev/cards/333
29,Meadow Mage,67,348,Swords of Revealing Light,1.56%,https://yugioh-fm-db.pages.dev/cards/348
29,Meadow Mage,68,362,Millennium Shield,1.56%,https://yugioh-fm-db.pages.dev/cards/362
29,Meadow Mage,69,653,Warrior Elimination,6.25%,https://yugioh-fm-db.pages.dev/cards/653
29,Meadow Mage,70,677,Hamburger Recipe,1.95%,https://yugioh-fm-db.pages.dev/cards/677
34,Guardian Neku,1,707,Skull Knight,3.13%,https://yugioh-fm-db.pages.dev/cards/707
34,Guardian Neku,2,391,Zoa,2.34%,https://yugioh-fm-db.pages.dev/cards/391
34,Guardian Neku,3,22,Summoned Skull,1.56%,https://yugioh-fm-db.pages.dev/cards/22
34,Guardian Neku,4,35,Dark Magician,2.34%,https://yugioh-fm-db.pages.dev/cards/35
34,Guardian Neku,5,372,Kazejin,2.34%,https://yugioh-fm-db.pages.dev/cards/372
34,Guardian Neku,6,385,Bickuribox,2.34%,https://yugioh-fm-db.pages.dev/cards/385
34,Guardian Neku,7,471,Soul Hunter,2.34%,https://yugioh-fm-db.pages.dev/cards/471
34,Guardian Neku,8,401,Ushi Oni,2.34%,https://yugioh-fm-db.pages.dev/cards/401
34,Guardian Neku,9,365,Fiend's Mirror,3.13%,https://yugioh-fm-db.pages.dev/cards/365
34,Guardian Neku,10,472,Air Eater,1.56%,https://yugioh-fm-db.pages.dev/cards/472
34,Guardian Neku,11,85,King of Yamimakai,1.56%,https://yugioh-fm-db.pages.dev/cards/85
34,Guardian Neku,12,500,Dragon Seeker,2.34%,https://yugioh-fm-db.pages.dev/cards/500
34,Guardian Neku,13,551,Dark Elf,0.78%,https://yugioh-fm-db.pages.dev/cards/551
34,Guardian Neku,14,532,Gemini Elf,0.78%,https://yugioh-fm-db.pages.dev/cards/532
34,Guardian Neku,15,379,La Jinn the Mystical Genie,0.78%,https://yugioh-fm-db.pages.dev/cards/379
34,Guardian Neku,16,440,7 Colored Fish,0.78%,https://yugioh-fm-db.pages.dev/cards/440
34,Guardian Neku,17,447,Giant Red Seasnake,0.78%,https://yugioh-fm-db.pages.dev/cards/447
34,Guardian Neku,18,523,The Bistro Butcher,0.78%,https://yugioh-fm-db.pages.dev/cards/523
34,Guardian Neku,19,495,Musician King,1.56%,https://yugioh-fm-db.pages.dev/cards/495
34,Guardian Neku,20,526,Neck Hunter,1.56%,https://yugioh-fm-db.pages.dev/cards/526
34,Guardian Neku,21,106,Spirit of the Winds,1.56%,https://yugioh-fm-db.pages.dev/cards/106
34,Guardian Neku,22,204,Mabarrel,1.56%,https://yugioh-fm-db.pages.dev/cards/204
34,Guardian Neku,23,619,Rock Spirit,1.56%,https://yugioh-fm-db.pages.dev/cards/619
34,Guardian Neku,24,650,Whiptail Crow,1.56%,https://yugioh-fm-db.pages.dev/cards/650
34,Guardian Neku,25,87,Dark Chimera,1.56%,https://yugioh-fm-db.pages.dev/cards/87
34,Guardian Neku,26,44,Rogue Doll,0.78%,https://yugioh-fm-db.pages.dev/cards/44
34,Guardian Neku,27,377,Ryu-kishin Powered,0.78%,https://yugioh-fm-db.pages.dev/cards/377
34,Guardian Neku,28,622,Ill Witch,1.56%,https://yugioh-fm-db.pages.dev/cards/622
34,Guardian Neku,29,493,Maha Vailo,0.78%,https://yugioh-fm-db.pages.dev/cards/493
34,Guardian Neku,30,498,Morinphen,0.78%,https://yugioh-fm-db.pages.dev/cards/498
34,Guardian Neku,31,125,Faith Bird,0.39%,https://yugioh-fm-db.pages.dev/cards/125
34,Guardian Neku,32,275,Ground Attacker Bugroth,0.39%,https://yugioh-fm-db.pages.dev/cards/275
34,Guardian Neku,33,281,Mystic Clown,0.39%,https://yugioh-fm-db.pages.dev/cards/281
34,Guardian Neku,34,454,Destroyer Golem,0.78%,https://yugioh-fm-db.pages.dev/cards/454
34,Guardian Neku,35,631,Maiden of the Moonlight,0.39%,https://yugioh-fm-db.pages.dev/cards/631
34,Guardian Neku,36,433,Ancient Elf,0.39%,https://yugioh-fm-db.pages.dev/cards/433
34,Guardian Neku,37,7,Winged Dragon #1,0.39%,https://yugioh-fm-db.pages.dev/cards/7
34,Guardian Neku,38,41,Celtic Guardian,0.39%,https://yugioh-fm-db.pages.dev/cards/41
34,Guardian Neku,39,117,Spirit of the Books,0.39%,https://yugioh-fm-db.pages.dev/cards/117
34,Guardian Neku,40,136,Witty Phantom,0.39%,https://yugioh-fm-db.pages.dev/cards/136
34,Guardian Neku,41,149,Lord of the Lamp,0.39%,https://yugioh-fm-db.pages.dev/cards/149
34,Guardian Neku,42,249,Water Omotics,0.39%,https://yugioh-fm-db.pages.dev/cards/249
34,Guardian Neku,43,297,Cyber Soldier of Darkworld,0.39%,https://yugioh-fm-db.pages.dev/cards/297
34,Guardian Neku,44,630,Ancient Lizard Warrior,0.39%,https://yugioh-fm-db.pages.dev/cards/630
34,Guardian Neku,45,84,Reaper of the Cards,1.56%,https://yugioh-fm-db.pages.dev/cards/84
34,Guardian Neku,46,86,Barox,0.39%,https://yugioh-fm-db.pages.dev/cards/86
34,Guardian Neku,47,95,Crass Clown,0.39%,https://yugioh-fm-db.pages.dev/cards/95
34,Guardian Neku,48,578,Leo Wizard,0.39%,https://yugioh-fm-db.pages.dev/cards/578
34,Guardian Neku,49,6,Feral Imp,0.39%,https://yugioh-fm-db.pages.dev/cards/6
34,Guardian Neku,50,77,Grappler,0.39%,https://yugioh-fm-db.pages.dev/cards/77
34,Guardian Neku,51,163,Lisark,0.39%,https://yugioh-fm-db.pages.dev/cards/163
34,Guardian Neku,52,456,Minomushi Warrior,0.39%,https://yugioh-fm-db.pages.dev/cards/456
34,Guardian Neku,53,525,Spirit of the Mountain,1.56%,https://yugioh-fm-db.pages.dev/cards/525
34,Guardian Neku,54,607,Great Bill,0.39%,https://yugioh-fm-db.pages.dev/cards/607
34,Guardian Neku,55,13,Tyhone,0.39%,https://yugioh-fm-db.pages.dev/cards/13
34,Guardian Neku,56,42,Illusionist Faceless Mage,1.56%,https://yugioh-fm-db.pages.dev/cards/42
34,Guardian Neku,57,54,Gokibore,0.39%,https://yugioh-fm-db.pages.dev/cards/54
34,Guardian Neku,58,70,Fiend Kraken,0.39%,https://yugioh-fm-db.pages.dev/cards/70
34,Guardian Neku,59,128,LaMoon,0.39%,https://yugioh-fm-db.pages.dev/cards/128
34,Guardian Neku,60,151,Rhaimundos of the Red Sword,0.39%,https://yugioh-fm-db.pages.dev/cards/151
34,Guardian Neku,61,194,Terra the Terrible,0.39%,https://yugioh-fm-db.pages.dev/cards/194
34,Guardian Neku,62,213,Aqua Madoor,1.56%,https://yugioh-fm-db.pages.dev/cards/213
34,Guardian Neku,63,216,Dryad,0.39%,https://yugioh-fm-db.pages.dev/cards/216
34,Guardian Neku,64,287,Ogre of the Black Shadow,0.39%,https://yugioh-fm-db.pages.dev/cards/287
34,Guardian Neku,65,412,Giga-tech Wolf,0.39%,https://yugioh-fm-db.pages.dev/cards/412
34,Guardian Neku,66,459,Tripwire Beast,0.39%,https://yugioh-fm-db.pages.dev/cards/459
34,Guardian Neku,67,623,The Thing That Hides in the Mud,0.39%,https://yugioh-fm-db.pages.dev/cards/623
34,Guardian Neku,68,88,Metal Guardian,1.56%,https://yugioh-fm-db.pages.dev/cards/88
34,Guardian Neku,69,535,Kamakiriman,0.39%,https://yugioh-fm-db.pages.dev/cards/535
34,Guardian Neku,70,186,Fiend Refrection #2,0.39%,https://yugioh-fm-db.pages.dev/cards/186
34,Guardian Neku,71,269,Versago the Destroyer,1.56%,https://yugioh-fm-db.pages.dev/cards/269
34,Guardian Neku,72,384,Dark Rabbit,0.39%,https://yugioh-fm-db.pages.dev/cards/384
34,Guardian Neku,73,515,The Statue of Easter Island,0.39%,https://yugioh-fm-db.pages.dev/cards/515
34,Guardian Neku,74,166,Mysterious Puppeteer,0.39%,https://yugioh-fm-db.pages.dev/cards/166
34,Guardian Neku,75,178,Claw Reacher,1.56%,https://yugioh-fm-db.pages.dev/cards/178
34,Guardian Neku,76,193,Turtle Tiger,0.39%,https://yugioh-fm-db.pages.dev/cards/193
34,Guardian Neku,77,83,Castle of Dark Illusions,0.39%,https://yugioh-fm-db.pages.dev/cards/83
34,Guardian Neku,78,418,Golgoil,0.39%,https://yugioh-fm-db.pages.dev/cards/418
34,Guardian Neku,79,497,Yado Karu,0.39%,https://yugioh-fm-db.pages.dev/cards/497
34,Guardian Neku,80,2,Mystical Elf,0.39%,https://yugioh-fm-db.pages.dev/cards/2
34,Guardian Neku,81,288,Dark Artist,1.56%,https://yugioh-fm-db.pages.dev/cards/288
34,Guardian Neku,82,255,Prevent Rat,0.39%,https://yugioh-fm-db.pages.dev/cards/255
34,Guardian Neku,83,320,Stop Defense,5.86%,https://yugioh-fm-db.pages.dev/cards/320
34,Guardian Neku,84,335,Yami,7.81%,https://yugioh-fm-db.pages.dev/cards/335
34,Guardian Neku,85,348,Swords of Revealing Light,3.13%,https://yugioh-fm-db.pages.dev/cards/348
34,Guardian Neku,86,672,Harpie's Feather Duster,3.91%,https://yugioh-fm-db.pages.dev/cards/672
34,Guardian Neku,87,694,Resurrection of Chakra,1.56%,https://yugioh-fm-db.pages.dev/cards/694
32,Seto 2nd,1,374,Gate Guardian,3.13%,https://yugioh-fm-db.pages.dev/cards/374
32,Seto 2nd,2,713,Meteor B. Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/713
32,Seto 2nd,3,217,B. Skull Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/217
32,Seto 2nd,4,1,Blue-eyes White Dragon,2.34%,https://yugioh-fm-db.pages.dev/cards/1
32,Seto 2nd,5,364,Black Luster Soldier,2.34%,https://yugioh-fm-db.pages.dev/cards/364
32,Seto 2nd,6,392,Metalzoa,2.34%,https://yugioh-fm-db.pages.dev/cards/392
32,Seto 2nd,7,613,Twin-headed Thunder Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/613
32,Seto 2nd,8,37,Gaia the Dragon Champion,1.17%,https://yugioh-fm-db.pages.dev/cards/37
32,Seto 2nd,9,371,Sanga of the Thunder,1.17%,https://yugioh-fm-db.pages.dev/cards/371
32,Seto 2nd,10,391,Zoa,1.17%,https://yugioh-fm-db.pages.dev/cards/391
32,Seto 2nd,11,22,Summoned Skull,0.39%,https://yugioh-fm-db.pages.dev/cards/22
32,Seto 2nd,12,35,Dark Magician,1.17%,https://yugioh-fm-db.pages.dev/cards/35
32,Seto 2nd,13,358,Seiyaryu,1.17%,https://yugioh-fm-db.pages.dev/cards/358
32,Seto 2nd,14,373,Suijin,1.17%,https://yugioh-fm-db.pages.dev/cards/373
32,Seto 2nd,15,69,Thousand Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/69
32,Seto 2nd,16,82,Red-eyes B. Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/82
32,Seto 2nd,17,370,Labyrinth Tank,1.17%,https://yugioh-fm-db.pages.dev/cards/370
32,Seto 2nd,18,372,Kazejin,1.17%,https://yugioh-fm-db.pages.dev/cards/372
32,Seto 2nd,19,38,Gaia the Fierce Knight,1.17%,https://yugioh-fm-db.pages.dev/cards/38
32,Seto 2nd,20,385,Bickuribox,1.17%,https://yugioh-fm-db.pages.dev/cards/385
32,Seto 2nd,21,427,Kaiser Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/427
32,Seto 2nd,22,467,Crimson Sunbird,1.17%,https://yugioh-fm-db.pages.dev/cards/467
32,Seto 2nd,23,442,Aqua Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/442
32,Seto 2nd,24,33,Judge Man,0.39%,https://yugioh-fm-db.pages.dev/cards/33
32,Seto 2nd,25,390,Launcher Spider,0.78%,https://yugioh-fm-db.pages.dev/cards/390
32,Seto 2nd,26,407,Machine King,1.17%,https://yugioh-fm-db.pages.dev/cards/407
32,Seto 2nd,27,471,Soul Hunter,1.17%,https://yugioh-fm-db.pages.dev/cards/471
32,Seto 2nd,28,509,Bracchio-raidus,1.17%,https://yugioh-fm-db.pages.dev/cards/509
32,Seto 2nd,29,564,Great Mammoth of Goldfine,1.17%,https://yugioh-fm-db.pages.dev/cards/564
32,Seto 2nd,30,401,Ushi Oni,1.17%,https://yugioh-fm-db.pages.dev/cards/401
32,Seto 2nd,31,223,Roaring Ocean Snake,0.39%,https://yugioh-fm-db.pages.dev/cards/223
32,Seto 2nd,32,465,Punished Eagle,0.39%,https://yugioh-fm-db.pages.dev/cards/465
32,Seto 2nd,33,529,Flame Cerebrus,0.39%,https://yugioh-fm-db.pages.dev/cards/529
32,Seto 2nd,34,531,Mystical Sand,0.39%,https://yugioh-fm-db.pages.dev/cards/531
32,Seto 2nd,35,571,B. Dragon Jungle King,0.39%,https://yugioh-fm-db.pages.dev/cards/571
32,Seto 2nd,36,572,Empress Judge,0.39%,https://yugioh-fm-db.pages.dev/cards/572
32,Seto 2nd,37,39,Curse of Dragon,0.39%,https://yugioh-fm-db.pages.dev/cards/39
32,Seto 2nd,38,92,Rabid Horseman,0.39%,https://yugioh-fm-db.pages.dev/cards/92
32,Seto 2nd,39,378,Swordstalker,0.39%,https://yugioh-fm-db.pages.dev/cards/378
32,Seto 2nd,40,386,Harpie's Pet Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/386
32,Seto 2nd,41,426,Stone D.,1.17%,https://yugioh-fm-db.pages.dev/cards/426
32,Seto 2nd,42,453,Millennium Golem,1.17%,https://yugioh-fm-db.pages.dev/cards/453
32,Seto 2nd,43,500,Dragon Seeker,1.17%,https://yugioh-fm-db.pages.dev/cards/500
32,Seto 2nd,44,522,Monstrous Bird,0.39%,https://yugioh-fm-db.pages.dev/cards/522
32,Seto 2nd,45,594,Rose Spectre of Dunn,0.49%,https://yugioh-fm-db.pages.dev/cards/594
32,Seto 2nd,46,63,Harpie Lady Sisters,1.17%,https://yugioh-fm-db.pages.dev/cards/63
32,Seto 2nd,47,618,Warrior of Tradition,0.39%,https://yugioh-fm-db.pages.dev/cards/618
32,Seto 2nd,48,627,Nekogal #2,0.39%,https://yugioh-fm-db.pages.dev/cards/627
32,Seto 2nd,49,645,Royal Guard,1.17%,https://yugioh-fm-db.pages.dev/cards/645
32,Seto 2nd,50,389,Giltia the D. Knight,0.39%,https://yugioh-fm-db.pages.dev/cards/389
32,Seto 2nd,51,12,Swamp Battleguard,0.39%,https://yugioh-fm-db.pages.dev/cards/12
32,Seto 2nd,52,15,Flame Swordsman,0.39%,https://yugioh-fm-db.pages.dev/cards/15
32,Seto 2nd,53,79,Megazowler,0.39%,https://yugioh-fm-db.pages.dev/cards/79
32,Seto 2nd,54,90,Gyakutenno Megami,0.39%,https://yugioh-fm-db.pages.dev/cards/90
32,Seto 2nd,55,99,Pumpking the King of Ghosts,0.39%,https://yugioh-fm-db.pages.dev/cards/99
32,Seto 2nd,56,376,Monster Tamer,0.39%,https://yugioh-fm-db.pages.dev/cards/376
32,Seto 2nd,57,379,La Jinn the Mystical Genie,0.05%,https://yugioh-fm-db.pages.dev/cards/379
32,Seto 2nd,58,712,Meteor Dragon,3.91%,https://yugioh-fm-db.pages.dev/cards/712
32,Seto 2nd,59,434,Beautiful Beast Trainer,0.39%,https://yugioh-fm-db.pages.dev/cards/434
32,Seto 2nd,60,78,Axe Raider,0.05%,https://yugioh-fm-db.pages.dev/cards/78
32,Seto 2nd,61,127,Ansatsu,0.05%,https://yugioh-fm-db.pages.dev/cards/127
32,Seto 2nd,62,621,Succubus Knight,0.05%,https://yugioh-fm-db.pages.dev/cards/621
32,Seto 2nd,63,369,Wall Shadow,0.78%,https://yugioh-fm-db.pages.dev/cards/369
32,Seto 2nd,64,377,Ryu-kishin Powered,0.05%,https://yugioh-fm-db.pages.dev/cards/377
32,Seto 2nd,65,554,Lava Battleguard,0.39%,https://yugioh-fm-db.pages.dev/cards/554
32,Seto 2nd,66,31,Koumori Dragon,0.10%,https://yugioh-fm-db.pages.dev/cards/31
32,Seto 2nd,67,43,Karbonala Warrior,0.10%,https://yugioh-fm-db.pages.dev/cards/43
32,Seto 2nd,68,66,Kojikocy,0.05%,https://yugioh-fm-db.pages.dev/cards/66
32,Seto 2nd,69,93,Zanki,0.39%,https://yugioh-fm-db.pages.dev/cards/93
32,Seto 2nd,70,649,Hibikime,0.05%,https://yugioh-fm-db.pages.dev/cards/649
32,Seto 2nd,71,7,Winged Dragon #1,0.10%,https://yugioh-fm-db.pages.dev/cards/7
32,Seto 2nd,72,41,Celtic Guardian,0.10%,https://yugioh-fm-db.pages.dev/cards/41
32,Seto 2nd,73,352,Kanan the Swordmistress,0.05%,https://yugioh-fm-db.pages.dev/cards/352
32,Seto 2nd,74,641,Invader of the Throne,0.39%,https://yugioh-fm-db.pages.dev/cards/641
32,Seto 2nd,75,6,Feral Imp,0.10%,https://yugioh-fm-db.pages.dev/cards/6
32,Seto 2nd,76,74,Giant Soldier of Stone,0.39%,https://yugioh-fm-db.pages.dev/cards/74
32,Seto 2nd,77,77,Grappler,0.05%,https://yugioh-fm-db.pages.dev/cards/77
32,Seto 2nd,78,91,Mystic Horseman,0.05%,https://yugioh-fm-db.pages.dev/cards/91
32,Seto 2nd,79,27,Beaver Warrior,0.10%,https://yugioh-fm-db.pages.dev/cards/27
32,Seto 2nd,80,46,Griffore,0.10%,https://yugioh-fm-db.pages.dev/cards/46
32,Seto 2nd,81,151,Rhaimundos of the Red Sword,0.05%,https://yugioh-fm-db.pages.dev/cards/151
32,Seto 2nd,82,89,Catapult Turtle,0.39%,https://yugioh-fm-db.pages.dev/cards/89
32,Seto 2nd,83,166,Mysterious Puppeteer,0.05%,https://yugioh-fm-db.pages.dev/cards/166
32,Seto 2nd,84,2,Mystical Elf,0.10%,https://yugioh-fm-db.pages.dev/cards/2
32,Seto 2nd,85,337,Raigeki,3.91%,https://yugioh-fm-db.pages.dev/cards/337
32,Seto 2nd,86,342,Dian Keto the Cure Master,7.81%,https://yugioh-fm-db.pages.dev/cards/342
32,Seto 2nd,87,348,Swords of Revealing Light,1.95%,https://yugioh-fm-db.pages.dev/cards/348
32,Seto 2nd,88,661,Crush Card,3.91%,https://yugioh-fm-db.pages.dev/cards/661
32,Seto 2nd,89,669,Shadow Spell,3.91%,https://yugioh-fm-db.pages.dev/cards/669
32,Seto 2nd,90,672,Harpie's Feather Duster,3.91%,https://yugioh-fm-db.pages.dev/cards/672
32,Seto 2nd,91,675,Ultimate Dragon,3.91%,https://yugioh-fm-db.pages.dev/cards/675
32,Seto 2nd,92,685,Acid Trap Hole,3.91%,https://yugioh-fm-db.pages.dev/cards/685
32,Seto 2nd,93,688,Bad Reaction to Simochi,3.91%,https://yugioh-fm-db.pages.dev/cards/688
32,Seto 2nd,94,690,Fake Trap,3.13%,https://yugioh-fm-db.pages.dev/cards/690
33,Guardian Sebek,1,392,Metalzoa,3.91%,https://yugioh-fm-db.pages.dev/cards/392
33,Guardian Sebek,2,391,Zoa,3.13%,https://yugioh-fm-db.pages.dev/cards/391
33,Guardian Sebek,3,370,Labyrinth Tank,3.13%,https://yugioh-fm-db.pages.dev/cards/370
33,Guardian Sebek,4,356,Super War-lion,3.91%,https://yugioh-fm-db.pages.dev/cards/356
33,Guardian Sebek,5,390,Launcher Spider,3.13%,https://yugioh-fm-db.pages.dev/cards/390
33,Guardian Sebek,6,407,Machine King,3.13%,https://yugioh-fm-db.pages.dev/cards/407
33,Guardian Sebek,7,564,Great Mammoth of Goldfine,3.13%,https://yugioh-fm-db.pages.dev/cards/564
33,Guardian Sebek,8,551,Dark Elf,0.20%,https://yugioh-fm-db.pages.dev/cards/551
33,Guardian Sebek,9,532,Gemini Elf,0.20%,https://yugioh-fm-db.pages.dev/cards/532
